rudidoes_id,company_name,company_type
835,Oyope,Food Distributors
836,Linktype,Life Insurance
837,Kamba,Major Chemicals
838,LiveZ,Industrial Machinery/Components
839,Photospace,Telecommunications Equipment
840,Jamia,Major Banks
841,Yodel,Major Pharmaceuticals
842,Kaymbo,n/a
843,Wordtune,n/a
844,Skilith,Industrial Machinery/Components
845,Mydo,Oil & Gas Production
846,Vidoo,Precious Metals
847,Yakidoo,n/a
848,Divavu,Biotechnology: Commercial Physical & Biological Resarch
849,Gigaclub,Biotechnology: Biological Products (No Diagnostic Substances)
850,Skimia,Computer Software: Prepackaged Software
851,Topicstorm,Business Services
852,Voonix,Major Pharmaceuticals
853,Jabberbean,n/a
854,Avamba,Commercial Banks
855,Skivee,"Computer Software: Programming, Data Processing"
856,Meevee,n/a
857,Topiczoom,n/a
858,Skyba,n/a
859,Youtags,Hotels/Resorts
860,Zoomcast,n/a
861,Avamm,Major Banks
862,Dabvine,Major Banks
863,Dynabox,Oil & Gas Production
864,Dazzlesphere,Computer Software: Prepackaged Software
865,Gabspot,Major Chemicals
866,Linktype,Marine Transportation
867,Oozz,Real Estate Investment Trusts
868,Voonder,Telecommunications Equipment
869,Skyndu,Computer Software: Prepackaged Software
870,Bubbletube,n/a
871,Jabberbean,n/a
872,Feedfire,n/a
873,Devify,EDP Services
874,Feedmix,n/a
875,Topiczoom,Metal Fabrications
876,Janyx,Major Banks
877,Skaboo,Investment Bankers/Brokers/Service
878,Topicblab,Electrical Products
879,Mybuzz,Telecommunications Equipment
880,InnoZ,Hospital/Nursing Management
881,Fatz,Real Estate
882,Twitterwire,n/a
883,Meemm,Telecommunications Equipment
884,Twitterlist,n/a
885,Tagopia,n/a
886,Mydeo,n/a
887,Flipopia,Real Estate Investment Trusts
888,Twimm,Computer Software: Prepackaged Software
889,Pixoboo,Telecommunications Equipment
890,Midel,Semiconductors
891,Leenti,n/a
892,Wordpedia,Restaurants
893,Devify,n/a
894,Flipopia,Real Estate
895,BlogXS,Radio And Television Broadcasting And Communications Equipment
896,Quire,Farming/Seeds/Milling
897,Devcast,Advertising
898,Tazz,Investment Managers
899,Browsecat,Business Services
900,Feedfire,Property-Casualty Insurers
901,Brightbean,Major Pharmaceuticals
902,Quinu,Restaurants
903,Meevee,Auto Parts:O.E.M.
904,Aimbu,Medical/Dental Instruments
905,Izio,Semiconductors
906,Yoveo,Auto Parts:O.E.M.
907,LiveZ,n/a
908,Devcast,Beverages (Production/Distribution)
909,Buzzdog,Marine Transportation
910,Meezzy,n/a
911,Centimia,n/a
912,Buzzbean,Telecommunications Equipment
913,Linklinks,Food Chains
914,Realbuzz,Homebuilding
915,Dynazzy,Major Chemicals
916,Photofeed,Telecommunications Equipment
917,Riffwire,Transportation Services
918,Tagopia,Ordnance And Accessories
919,Browseblab,Commercial Banks
920,Twimm,Real Estate Investment Trusts
921,Rhynoodle,Property-Casualty Insurers
922,Topiclounge,n/a
923,Lazzy,Major Banks
924,Kaymbo,Electric Utilities: Central
925,Abata,n/a
926,Blogtag,Electric Utilities: Central
927,Yombu,Commercial Banks
928,Oozz,Major Banks
929,Photospace,Publishing
930,Brightdog,Electric Utilities: Central
931,Fatz,Telecommunications Equipment
932,Riffpath,Business Services
933,Blogtag,Containers/Packaging
934,Edgeify,Property-Casualty Insurers
935,Zoovu,Major Pharmaceuticals
936,Vinder,Business Services
937,Rhynyx,n/a
938,Realbridge,Package Goods/Cosmetics
939,Livefish,n/a
940,Muxo,Air Freight/Delivery Services
941,Abata,Semiconductors
942,Jaxworks,n/a
943,Centimia,n/a
944,Flashset,Major Banks
945,Pixonyx,n/a
946,Tagchat,Investment Bankers/Brokers/Service
947,Jaxbean,EDP Services
948,Plambee,Major Pharmaceuticals
949,Yodel,Major Pharmaceuticals
950,Mita,n/a
951,Feedspan,n/a
952,Wikizz,Industrial Machinery/Components
953,Meedoo,Major Banks
954,Flashpoint,Other Consumer Services
955,Divanoodle,Real Estate Investment Trusts
956,Shuffletag,n/a
957,Topiclounge,Aerospace
958,Edgeblab,Other Consumer Services
959,Thoughtbeat,Computer Software: Prepackaged Software
960,Muxo,Precious Metals
961,Skiba,Electrical Products
962,Meejo,Major Pharmaceuticals
963,Skinder,n/a
964,Katz,Television Services
965,Skimia,Commercial Banks
966,Kazu,Diversified Commercial Services
967,Meeveo,Farming/Seeds/Milling
968,Plambee,Oil & Gas Production
969,Aivee,Movies/Entertainment
970,Skynoodle,n/a
971,Photobug,Major Pharmaceuticals
972,Aibox,Telecommunications Equipment
973,Oba,Apparel
974,Youbridge,Business Services
975,Jabbercube,Homebuilding
976,Edgeblab,n/a
977,Devbug,Restaurants
978,Chatterbridge,Food Chains
979,Twimm,Medical/Nursing Services
980,Vinder,Specialty Insurers
981,Yotz,Apparel
982,Skinix,Broadcasting
983,Riffpedia,n/a
984,LiveZ,n/a
985,Katz,Semiconductors
986,Latz,Trucking Freight/Courier Services
987,Realcube,Finance: Consumer Services
988,Photobean,Property-Casualty Insurers
989,Yakijo,n/a
990,Skidoo,Medical/Dental Instruments
991,Digitube,Consumer Electronics/Video Chains
992,Trudoo,n/a
993,Skilith,Agricultural Chemicals
994,Kazu,Telecommunications Equipment
995,Myworks,Transportation Services
996,Topdrive,n/a
997,Topicware,Medical/Dental Instruments
998,Realpoint,EDP Services
999,Jamia,Major Pharmaceuticals
1000,Eare,Auto Parts:O.E.M.
